Company Name,Exchange:Ticker,Industry Group,Bottom up Beta for sector,Bottom up levered beta,Market Cap (in US $),Total Debt,Cash,Cash/ Firm Value,Book Debt to capital ratio,Market Debt to capital ratio,Book Debt to Equity Ratio,Market Debt to Equity ratio,"Stock price (Dec 31, 2012)in US$",Beta,Correlation with market,Standard deviation in stock price,Interest coverage ratio,Current PE,PEG,PS,EV/EBIT,EV/EBITDA,EV/Invested Capital,EV/Sales,Dividend Yield,Historical growth in Net Income - Last 3 years,Historical growth in Net Income - Last 5 years,Historical growth in Revenues - Last 3 years,Historical growth in Revenues - Last 5 years,Expected growth rate in EPS- Next 5 years,Expected growth in revenues - Next 2 years,Return on Equity,Return on Capital (ROC or ROIC),Net Profit Margin,Pre-tax Operating Margin,Effective Tax Rate,Net Income,Trailing Net Income,Operating Income,Trailing Operating Income (adj for leases),Revenues,Trailing Revenues,EBITDA,Trailing EBITDA,EBIT (1-t),Net Debt issued (Debt issue - repaid),Change in non-cash Working capital,Net Cap Ex,Reinvestment Rate,FCFF,FCFE,FCFE without debt,Book Value of Equity - 4 qtrs ago,Invested Capital - 4 qtre ago,Current Book Value of Equity,Current Invested Capital,Dividends,Modified 2-year beta,Modified 5-year beta,Beta adjustment factor,Coeff of variation - Op Income,Coeff of variation - Net Income,Average 10-year EBIT,Average 10-yr Net Income
Indutrade AB (publ) (OM:INDT),OM:INDT,Retail (Distributors),0.5693,0.711,"USD 1 672,80","USD 444,90","USD 38,00",1.74,57.96,23.58,137.87,30.86,"USD 41,82",1.23,34.35,47.23,10.36,19.27,0,1.3,15.56,13.94,3.32,1.67,2.62,13.9,3.65,10.4,6.12,0,6.22,29.35,25.64,6.84,10.15,19.39,"USD 86,80","USD 93,10","USD 130,50","USD 138,24","USD 1 287,60","USD 1 361,50","USD 154,30","USD 168,10","USD 111,43","-USD 48,70","USD 31,31","USD 122,21",137.77,"-USD 42,09","-USD 11,72","-USD 60,42","USD 317,20","USD 539,18","USD 374,40","USD 647,68","-USD 43,90",0.65,0.55,0.5,0.04,0.05,"USD 76,54","USD 51,67"
ÅF AB (OM:AF B),OM:AF B,Business & Consumer Services,0.7667,0.8495,"USD 1 366,60","USD 0,00","USD 35,00",2.25,26.12,12.32,35.35,14.05,"USD 35,04",1.13,28.98,48.48,14.01,25.78,1.23,1.54,16.54,18.47,2.18,1.71,1.92,-15.9,7.45,22,12.7,21,0,17.86,17.91,5.43,7.5,23.19,"USD 53,00","USD 66,70","USD 94,30","USD 92,10","USD 890,20","USD 1 228,80","USD 82,50","USD 105,80","USD 70,74","-USD 182,90","-USD 13,40","USD 188,80",247.94,"-USD 104,66","USD 74,20","-USD 108,70","USD 373,50","USD 514,39","USD 543,10","USD 700,09","-USD 26,20",0.56,0.56,0.5,0.07,0.08,"USD 39,26","USD 36,67"
Sweco AB (OM:SWEC B),OM:SWEC B,Engineering,0.8572,1.0526,"USD 1 498,50","USD 273,90","USD 32,90",1.67,65.41,23.77,189.09,31.18,"USD 16,51",0.9,23.87,45.66,21.76,21.47,0,1.3,16.09,14.81,5.43,1.68,3.08,17,0.74,14.5,8.27,0,11.1,27.2,72.74,5.29,9.84,26.9,"USD 69,80","USD 64,60","USD 101,60","USD 120,13","USD 1 152,40","USD 1 221,30","USD 130,50","USD 126,80","USD 87,82","-USD 107,04","USD 36,50","USD 126,84",185.99,"-USD 75,52","USD 8,30","-USD 98,74","USD 237,50","USD 165,15","USD 247,10","USD 356,05","-USD 46,10",0.44,0.48,0.5,0.05,0.04,"USD 59,02","USD 41,31"
B&B Tools AB (publ) (OM:BBTO B),OM:BBTO B,Retail (Distributors),0.5693,0.8907,"USD 515,30","USD 153,20","USD 12,30",1.51,47.71,36.83,91.24,58.3,"USD 18,34",1.17,16.43,60.1,1.49,15.16,0,0.44,35.31,67.52,1.3,0.68,2.54,18,-9.99,-0.33,-5.01,0,-0.37,14.42,3.34,3.61,1.93,3.19,"USD 34,00","USD 42,50","USD 13,90","USD 22,75","USD 1 174,10","USD 1 178,90","USD 11,90","USD 20,20","USD 22,03","USD 59,20","-USD 30,00","-USD 2,18",-146.1,"USD 54,21","USD 15,48","USD 74,68","USD 294,80","USD 682,14","USD 329,30","USD 617,44","-USD 13,10",0.4,0.98,0.5,0.05,0.05,"USD 49,67","USD 32,04"
G&L Beijer AB (OM:BEIJ B),OM:BEIJ B,Retail (Distributors),0.5693,0.6647,"USD 924,40","USD 162,60","USD 30,20",2.64,38.05,19.25,61.42,23.84,"USD 21,81",0.85,17.61,46.29,11.13,20.41,0,0.89,17,15.57,2.03,1.07,3.39,-2.59,-4.39,9.37,14.4,0,1.17,9.61,12.44,3.39,6.43,29.71,"USD 45,30","USD 34,60","USD 56,10","USD 65,55","USD 1 037,90","USD 1 019,60","USD 71,60","USD 64,70","USD 46,07","USD 11,42","USD 13,87","-USD 2,92",23.77,"USD 35,12","USD 12,23","USD 23,65","USD 360,20","USD 526,77","USD 358,80","USD 548,97","-USD 31,30",0.33,0.63,0.5,0.06,0.07,"USD 35,53","USD 28,72"
Lindab International AB (OM:LIAB),OM:LIAB,Building Materials,0.8065,1.0412,"USD 753,80","USD 326,60","USD 33,50",3.07,43.88,30.95,78.17,44.82,"USD 9,87",1.65,31.62,56.29,3.33,40.31,1.1,0.74,13.85,11.32,3.31,1.04,0,4.85,-31.8,-0.15,-8.34,36.8,1.69,5.27,22.87,2.13,7.66,35.08,"USD 18,70","USD 21,20","USD 71,60","USD 76,41","USD 1 022,20","USD 996,90","USD 93,50","USD 95,10","USD 49,61","USD 44,60","-USD 21,50","USD 18,72",-5.6,"USD 52,39","-USD 20,62","USD 23,98","USD 402,30","USD 334,07","USD 432,20","USD 320,17","USD 0,00",0.71,1.05,0.5,0.07,0.11,"USD 87,36","USD 43,60"
Addtech AB (OM:ADDT B),OM:ADDT B,Retail (Distributors),0.5693,0.6301,"USD 1 085,70","USD 112,20","USD 11,80",0.96,44.38,11.68,79.79,13.23,"USD 16,43",1.11,27.57,40.99,24.3,22.29,0,1.31,15.16,15.2,6.24,1.47,2.52,19.4,3.02,13.7,5.38,0,8.45,36.99,48.56,5.99,8.92,19.35,"USD 48,70","USD 54,00","USD 70,70","USD 80,32","USD 827,50","USD 900,90","USD 80,10","USD 88,60","USD 64,77","-USD 31,20","-USD 10,74","USD 51,40",62.77,"USD 24,11","USD 44,54","USD 13,34","USD 146,00","USD 165,41","USD 180,00","USD 195,21","-USD 27,40",0.45,0.77,0.5,0.04,0.05,"USD 43,87","USD 31,36"
Gunnebo AB (OM:GUNN),OM:GUNN,Business & Consumer Services,0.7667,0.9449,"USD 473,00","USD 184,20","USD 49,30",7.12,49.94,31.73,99.76,46.48,"USD 6,23",1.16,16.73,59.01,10.68,28,1.25,0.59,9.44,11.83,3.42,0.8,2.49,0,-8.56,1.09,-5.18,140.6,2.41,3.05,165.16,0.93,8.24,50,"USD 2,70","USD 7,72","USD 57,90","USD 68,17","USD 804,20","USD 826,80","USD 54,40","USD 71,20","USD 34,08","-USD 82,70","USD 1,57","USD 15,95",51.4,"USD 16,57","USD 72,90","-USD 9,80","USD 253,20","USD 41,27","USD 220,40","USD 188,17","-USD 11,80",0.4,0.96,0.5,0.02,0.11,"USD 38,24","USD 9,55"
Systemair AB (publ) (OM:SYSR),OM:SYSR,Building Materials,0.8065,0.9547,"USD 1 081,20","USD 259,80","USD 23,40",1.72,50.53,20.3,102.12,25.47,"USD 20,79",1.35,34.21,46.48,8.26,29.14,1.21,1.54,21.88,17.71,3.02,1.9,0.92,-0.2,-3.69,14.2,8.61,24,13.6,15.75,16.96,4.63,7.91,27.88,"USD 37,10","USD 35,70","USD 58,20","USD 60,94","USD 701,50","USD 770,50","USD 75,30","USD 79,20","USD 43,95","-USD 66,50","USD 12,09","USD 76,90",202.47,"-USD 45,04","USD 13,21","-USD 53,29","USD 226,70","USD 359,33","USD 269,70","USD 441,33","-USD 10,00",0.64,0.75,0.5,0,0,0,0
Proffice AB (Publ) (OM:PROE B),OM:PROE B,Business & Consumer Services,0.7667,0.9118,"USD 279,50","USD 25,10","USD 8,72",2.58,40.81,17.33,68.95,20.97,"USD 4,10",1.27,18.97,60.35,8.33,23.89,0,0.37,30.62,26.14,2.44,0.44,1.95,1.35,-9.76,4.36,1.1,0,-2.34,15.28,7.53,1.7,1.55,9.77,"USD 11,70","USD 11,80","USD 7,78","USD 10,76","USD 748,90","USD 693,80","USD 12,60","USD 9,18","USD 9,71","-USD 7,20","-USD 29,70","USD 25,49",-43.39,"USD 13,92","USD 23,21","USD 16,01","USD 77,20","USD 142,81","USD 85,00","USD 134,89","-USD 5,45",0.46,0.99,0.5,0.1,0.08,"USD 11,46","USD 7,79"
Intrum Justitia AB (OM:IJ),OM:IJ,Business & Consumer Services,0.7667,0.9869,"USD 2 202,10","USD 720,50","USD 37,10",1.24,62.54,26.17,166.97,35.45,"USD 28,04",1.14,25.3,40.62,7.05,24.55,1.63,3.54,16.28,20.08,3.52,4.73,2.82,17.2,8.6,4.56,4.4,15.1,10.6,27.64,31.76,17.2,26.43,18.99,"USD 89,70","USD 117,70","USD 174,80","USD 180,88","USD 622,90","USD 684,50","USD 146,70","USD 182,60","USD 146,54","-USD 183,20","USD 14,00","USD 479,21",336.57,"-USD 346,67","-USD 192,31","-USD 375,51","USD 425,90","USD 569,49","USD 467,50","USD 837,39","-USD 62,10",0.41,0.89,0.5,0.03,0.05,"USD 92,31","USD 54,68"
BE Group AB (publ) (OM:BEGR),OM:BEGR,Retail (Distributors),0.5693,2.0913,"USD 90,90","USD 135,10","USD 4,36",1.31,71.05,72.78,245.45,267.32,"USD 1,84",1.73,34.06,55.49,0,0,0,0.13,0,12.67,1.36,0.46,2.06,0,0,-5.34,-12.4,0,-4.06,-10.96,-3.77,-1.88,-1.48,0,"-USD 17,00","-USD 11,80","-USD 2,02","-USD 9,30","USD 711,70","USD 628,20","USD 26,00","USD 20,70","-USD 9,30","USD 3,89","-USD 24,61","USD 8,25",0,"USD 7,06","USD 0,67","USD 4,56","USD 107,70","USD 246,94","USD 99,00","USD 243,13","-USD 1,87",0.76,1.08,0.5,0.09,0.12,"USD 33,71","USD 15,81"
Haldex AB (OM:HLDX),OM:HLDX,Heavy Construction,0.9513,1.0633,"USD 413,10","USD 68,80","USD 47,80",9.37,35.94,19.06,56.1,23.55,"USD 9,35",2.49,39.37,76.84,6.09,59.78,0.76,0.68,20.56,10.76,2.74,0.77,1.66,-28.8,-35,4.77,-9.86,78.5,4.57,1.41,10.84,0.44,3.73,50,"USD 6,91","USD 2,65","USD 19,90","USD 22,50","USD 604,00","USD 603,40","USD 43,00","USD 39,40","USD 11,25","USD 33,20","-USD 14,02","USD 14,90",7.82,"USD 10,37","-USD 31,43","USD 1,77","USD 188,10","USD 207,57","USD 173,40","USD 168,87","-USD 6,85",1.21,1.32,0.5,0.08,0.19,"USD 26,98","USD 47,49"
Itab Shop Concept AB (OM:ITAB B),OM:ITAB B,Office Equipment & Services,0.6194,0.675,"USD 454,20","USD 0,00","USD 24,50",4.84,25.48,10.26,34.2,11.44,"USD 26,79",0.63,22.8,50.21,7.06,19.33,0.92,0.84,12.41,10.06,2.69,0.89,1.45,56.1,8.7,9.46,2.42,21,3.86,19.27,12.26,4.32,7.02,21.58,"USD 23,50","USD 23,90","USD 36,30","USD 38,81","USD 539,30","USD 552,80","USD 47,90","USD 48,40","USD 30,44","USD 1,80","-USD 7,82","USD 12,61",15.74,"USD 25,65","USD 17,31","USD 19,11","USD 124,00","USD 316,65","USD 151,90","USD 179,35","-USD 6,60",0.46,0.02,0.5,0.05,0.06,"USD 17,86","USD 10,74"
Rederi AB TransAtlantic (publ) (OM:RABT B),OM:RABT B,Shipbuilding & Marine,0.6391,2.854,"USD 111,00","USD 384,70","USD 59,90",12.08,57.9,77.61,137.54,346.58,"USD 0,75",0.66,0,0,0,0,0,0.22,0,22.58,0.72,0.87,0,0,0,9.36,8.57,0,0,-11.66,-2.56,-8.01,-4.08,0,"-USD 60,10","-USD 37,80","-USD 21,10","-USD 19,26","USD 503,20","USD 471,90","USD 19,30","USD 16,60","-USD 19,26","USD 18,00","-USD 4,44","-USD 27,18",0,"USD 12,36","-USD 24,18","-USD 6,18","USD 324,30","USD 751,60","USD 279,70","USD 604,50","USD 0,00",0.09,0.82,0.5,0.12,0.12,"USD 5,61","USD 5,47"
AB Fagerhult (OM:FAG),OM:FAG,Electrical Equipment,0.9813,1.3418,"USD 441,00","USD 186,30","USD 35,70",5.42,59.39,33.01,146.23,49.27,"USD 34,97",0.81,20.74,45.57,12.06,18.07,0.99,0.93,14.88,12.07,1.89,1.31,2.9,21,-1.91,7.96,1.46,18.2,3.58,19.3,13.42,5.61,8.92,25.44,"USD 24,40","USD 26,30","USD 39,20","USD 41,83","USD 473,80","USD 468,70","USD 51,60","USD 49,60","USD 31,19","USD 18,00","-USD 8,16","USD 23,32",48.61,"USD 16,03","-USD 6,86","USD 11,14","USD 136,30","USD 311,70","USD 148,60","USD 330,20","-USD 12,80",0.38,0.46,0.5,0.05,0.05,"USD 23,72","USD 15,69"
Beijer Alma AB (publ) (OM:BEIA B),OM:BEIA B,Machinery,1.014,1.0826,"USD 830,70","USD 54,00","USD 26,80",2.97,23.48,8.08,30.68,8.79,"USD 27,57",0.73,22.58,43.95,39.55,20.16,0,1.95,13.58,12.69,3.08,2.05,3.38,4.31,4.91,13.5,10.3,0,8.03,20.92,25.13,9.9,13.95,23.12,"USD 41,20","USD 45,80","USD 61,30","USD 64,56","USD 426,90","USD 462,70","USD 69,10","USD 74,30","USD 49,64","-USD 8,00","-USD 7,82","USD 29,08",42.83,"USD 28,38","USD 32,54","USD 24,54","USD 218,90","USD 256,86","USD 238,10","USD 284,36","-USD 28,10",0.4,0.29,0.5,0.05,0.05,"USD 39,58","USD 27,62"
Bong AB (publ) (OM:BONG),OM:BONG,Office Equipment & Services,0.6194,3.5483,"USD 36,80","USD 140,50","USD 8,83",4.19,68.56,82.54,218.05,472.83,"USD 0,24",1.8,19.75,114.82,0,0,0,0.08,0,9.26,1.25,0.45,0,0,0,11.9,6.45,0,-8.58,-39.3,-7.38,-6.25,-3.02,0,"-USD 8,46","-USD 25,90","-USD 14,50","-USD 12,50","USD 452,40","USD 414,40","USD 21,80","USD 1,12","-USD 12,50","-USD 0,06","-USD 16,65","USD 7,77",0,"-USD 3,62","-USD 16,96","-USD 17,02","USD 65,90","USD 169,40","USD 79,80","USD 161,57","USD 0,00",0.91,0.88,0.5,0.07,0.14,"USD 5,84","-USD 2,77"
Semcon AB (OM:SEMC),OM:SEMC,Business & Consumer Services,0.7667,0.8258,"USD 169,30","USD 16,50","USD 12,40",6.67,14.68,8.88,17.21,9.75,"USD 9,42",1.53,30.98,64.55,21.32,7.8,0,0.43,7.14,5.24,5.35,0.44,3.3,0,-17,6.68,-5.94,0,1.05,23.07,75.02,4.78,6.28,20.94,"USD 21,70","USD 18,50","USD 24,30","USD 24,30","USD 394,80","USD 386,80","USD 33,10","USD 27,80","USD 19,21","USD 8,66","USD 7,46","USD 1,01",44.06,"USD 10,75","USD 1,38","USD 10,04","USD 80,20","USD 32,39","USD 95,90","USD 32,40","-USD 5,59",0.8,0.7,0.5,0.09,0.12,"USD 10,95","USD 6,22"
Midway Holding AB (OM:MIDW B),OM:MIDW B,Diversified,0.595,1.2355,"USD 65,40","USD 70,40","USD 4,67",3.44,46.81,51.84,88,107.65,"USD 2,68",0.5,7.07,68.94,0,0,0,0.18,35.35,16.41,1.02,0.37,2.91,0,0,7.4,-1.22,0,0,-5.99,3.08,-1.4,1.02,0,"-USD 2,26","-USD 5,09","-USD 3,83","USD 3,71","USD 355,00","USD 363,30","USD 7,99","USD 4,67","USD 3,71","-USD 1,57","-USD 2,07","USD 12,13",271.16,"-USD 6,35","-USD 13,58","-USD 15,15","USD 85,00","USD 120,55","USD 80,00","USD 128,73","-USD 1,90",0.2,0.36,0.5,0.09,0.14,"USD 9,74","USD 8,74"
Nederman Holding AB (publ) (OM:NMAN),OM:NMAN,Building Materials,0.8065,1.057,"USD 346,70","USD 119,30","USD 32,90",6.76,60.79,28.77,155.04,40.38,"USD 29,59",0.48,7.75,59.39,6.08,19.26,0,0.99,14.4,13.27,4.35,1.3,2.11,56,-1.01,23.8,17.3,0,12.8,15.46,31.17,3.12,7.45,23.08,"USD 18,00","USD 13,20","USD 28,40","USD 31,51","USD 349,00","USD 422,80","USD 34,20","USD 34,50","USD 24,24","-USD 25,43","-USD 13,06","USD 8,14",-20.28,"USD 29,15","USD 43,55","USD 18,12","USD 85,40","USD 101,10","USD 90,30","USD 104,20","-USD 7,30",0.18,0.36,0.5,0,0,0,0
Elanders AB (OM:ELAN B),OM:ELAN B,Publshing & Newspapers,0.7712,1.5861,"USD 87,10","USD 146,50","USD 18,20",6.71,54.8,67.88,121.26,211.34,"USD 3,83",0.91,14.83,56.3,4.88,12.75,0,0.29,9.74,8.03,0.8,0.86,2.42,0,-8.48,6.65,-1.25,0,9.57,4.73,9.38,2.13,8.24,50,"USD 6,83","USD 6,73","USD 18,70","USD 25,99","USD 295,50","USD 315,40","USD 31,50","USD 33,90","USD 12,99","-USD 21,82","-USD 7,32","USD 49,00",320.8,"-USD 28,69","-USD 13,13","-USD 34,95","USD 142,40","USD 277,17","USD 151,80","USD 317,67","-USD 2,11",0.33,0.71,0.5,0.09,0.12,"USD 11,53","USD 3,95"
Concentric AB (OM:COIC),OM:COIC,Heavy Construction,0.9513,1.0038,"USD 498,10","USD 28,60","USD 20,40",3.8,28.83,7.25,40.5,7.81,"USD 11,33",1.97,38.73,57.45,30,20.93,1.08,1.52,15.05,10.23,14.46,1.58,3.43,0,0,0,0,19.4,3.63,14.08,44.97,6.8,11.56,29.41,"USD 23,80","USD 20,20","USD 32,70","USD 34,33","USD 327,00","USD 297,00","USD 50,50","USD 44,40","USD 24,23","USD 1,86","-USD 14,59","USD 24,24",39.81,"USD 14,58","USD 8,69","USD 10,55","USD 143,50","USD 76,32","USD 96,10","USD 35,72","-USD 17,10",0.89,1.18,0.5,0,0,0,0
OEM International AB (OM:OEM B),OM:OEM B,Retail (Distributors),0.5693,0.6055,"USD 319,40","USD 20,10","USD 22,40",6.51,18.71,7.18,23.02,7.73,"USD 13,82",0.47,12.65,40.52,73.95,16.46,0,1.28,13.4,10.94,3.24,1.28,4.23,15.7,1.11,6.79,0.25,0,0,18.67,26.78,7.25,9.35,17.97,"USD 19,40","USD 18,60","USD 23,00","USD 24,00","USD 250,50","USD 256,60","USD 29,40","USD 28,70","USD 19,69","-USD 3,69","USD 1,74","USD 2,76",22.88,"USD 15,18","USD 17,79","USD 14,10","USD 99,60","USD 89,62","USD 107,30","USD 99,30","-USD 13,50",0.21,0.29,0.5,0.03,0.05,"USD 17,22","USD 14,07"
Rejlers AB (OM:REJL B),OM:REJL B,Business & Consumer Services,0.7667,0.7667,"USD 166,30","USD 0,00","USD 4,53",2.72,0,0,0,0,"USD 14,56",0.96,23.24,42.5,48.3,18.52,0,0.82,8.01,11,10.59,0.79,6.37,28.2,-2.26,21.8,13.8,0,13.2,20.08,116.97,4.28,9.05,20.99,"USD 8,98","USD 9,56","USD 12,80","USD 20,20","USD 204,00","USD 223,30","USD 14,70","USD 15,70","USD 15,96","USD 1,32","USD 6,91","USD 5,76",79.4,"USD 3,29","-USD 4,43","-USD 3,11","USD 47,60","USD 17,27","USD 54,00","USD 15,27","-USD 10,60",0.4,0.66,0.5,0.06,0.06,"USD 7,67","USD 5,48"
XANO Industri AB (OM:XANO B),OM:XANO B,Machinery,1.014,1.2137,"USD 251,70","USD 55,60","USD 2,80",0.91,37.55,18.64,60.14,22.91,"USD 37,07",1,16.12,64.19,5.74,24.44,0,1.4,13.94,12.72,4.2,1.7,1.47,23.3,12.1,19.7,-0.29,0,0,21.84,32.44,7.73,9.83,14.03,"USD 10,30","USD 17,30","USD 21,30","USD 22,00","USD 179,90","USD 223,80","USD 24,10","USD 31,40","USD 18,91","-USD 61,29","USD 0,22","USD 44,26",235.22,"-USD 25,57","USD 34,11","-USD 27,18","USD 79,20","USD 67,80","USD 95,90","USD 73,07","-USD 3,70",0.41,0.67,0.5,0.05,0.06,"USD 10,99","USD 7,51"
Studsvik AB (OM:SVIK),OM:SVIK,Environmental & Waste Services,0.8585,1.3818,"USD 48,40","USD 56,70","USD 29,90",27.84,44.87,54.94,81.38,121.9,"USD 5,89",1.17,22.14,70.59,2.54,0,0,0.25,11.07,9.41,1.41,0.4,0.01,-50.8,-46.4,-2.48,-1.76,0,2.56,0.17,14.26,0.06,3.68,50,"-USD 7,34","USD 0,12","USD 5,70","USD 7,00","USD 192,70","USD 190,30","USD 8,24","USD 15,60","USD 3,50","-USD 19,17","USD 0,00","USD 3,20",91.43,"USD 0,30","USD 16,09","-USD 3,08","USD 70,80","USD 49,10","USD 72,50","USD 55,10","USD 0,00",0.63,0.51,0.5,0.1,0.12,"USD 3,41","USD 0,60"
Eolus Vind AB (OM:EOLU B),OM:EOLU B,Engineering,0.8572,1.1414,"USD 130,00","USD 43,10","USD 57,80",33.39,22.93,24.9,29.74,33.15,"USD 5,22",0.97,15.81,50.28,15.38,6.02,0,0.72,7.07,4.78,0.89,0.63,2.89,13.1,22.5,-5.08,22.3,0,10.3,16.94,8.26,11.89,8.98,0,"USD 21,60","USD 21,60","USD 16,00","USD 16,31","USD 181,70","USD 181,70","USD 24,10","USD 24,10","USD 16,31","USD 31,30","-USD 82,70","-USD 6,99",-549.87,"USD 106,00","USD 79,99","USD 111,29","USD 127,50","USD 197,45","USD 144,90","USD 130,20","-USD 3,76",0.32,0.82,0.5,0,0,0,0
VBG Group AB (publ) (OM:VBG B),OM:VBG B,Heavy Construction,0.9513,0.9631,"USD 245,40","USD 0,00","USD 17,10",6.85,3.66,1.63,3.8,1.66,"USD 19,62",0.95,13.04,51.39,11.41,22.93,0,1.45,9.78,11.01,4.79,1.37,1.78,47.7,-5.47,6.38,-4.15,0,5.73,16.15,42.57,8.71,13.35,25.29,"USD 10,70","USD 15,50","USD 23,50","USD 23,76","USD 169,70","USD 177,90","USD 21,10","USD 28,40","USD 17,75","-USD 8,17","-USD 1,01","USD 14,39",75.4,"USD 4,37","USD 10,29","USD 2,12","USD 96,00","USD 55,81","USD 106,90","USD 48,47","-USD 4,38",0.27,0.89,0.5,0.07,0.07,"USD 14,33","USD 9,21"
Cision AB (OM:CSN),OM:CSN,Business & Consumer Services,0.7667,1.3773,"USD 79,30","USD 52,10","USD 11,00",7.72,39.48,44.33,65.24,79.64,"USD 5,34",1.31,29.33,74.76,0,8.22,0,0.53,0,5.82,0,0.88,5.83,0,0,-9.87,-13.1,0,-7.95,-23.83,-206.76,-26.66,-23.59,0,"USD 9,65","-USD 36,20","-USD 34,20","-USD 32,03","USD 149,80","USD 135,80","USD 22,60","-USD 32,00","-USD 32,03","USD 11,20","USD 0,00","USD 8,36",0,"-USD 40,39","-USD 55,76","-USD 44,56","USD 151,90","USD 15,49","USD 96,80","-USD 3,95","-USD 4,62",0.88,0.21,0.5,0.09,0.15,"USD 13,96","-USD 12,97"
Poolia AB (publ) (OM:POOL B),OM:POOL B,Business & Consumer Services,0.7667,0.7798,"USD 30,30","USD 0,28","USD 0,76",2.48,5.06,1.68,5.33,1.71,"USD 1,77",0.52,13.42,57.77,0,0,0,0.2,0,0,4.19,0.2,3.8,0,0,-7.67,-10.4,0,-8.13,-41.69,-44.39,-5.19,-3.8,0,"-USD 3,92","-USD 6,67","-USD 4,83","-USD 4,88","USD 150,70","USD 128,50","-USD 2,73","-USD 3,90","-USD 4,88","USD 0,11","-USD 8,56","-USD 0,39",0,"USD 4,07","USD 2,17","USD 2,28","USD 16,00","USD 10,99","USD 9,73","USD 7,17","-USD 1,15",0.31,0.16,0.5,0.12,0.12,"USD 3,08","USD 0,88"
BTS Group AB (publ) (OM:BTS B),OM:BTS B,Business & Consumer Services,0.7667,0.7922,"USD 170,80","USD 0,04","USD 10,10",5.63,13.81,4.71,16.03,4.94,"USD 9,19",0.74,10,52,1038.46,17.45,0,1.44,11.2,10.51,5.93,1.43,2.63,1.28,4.02,3.61,6.68,0,0,19.67,58.55,7.98,13.28,32.74,"USD 9,79","USD 9,07","USD 13,50","USD 15,10","USD 118,30","USD 113,70","USD 16,10","USD 14,60","USD 10,15","-USD 0,04","-USD 3,12","USD 1,63",-14.67,"USD 11,64","USD 10,60","USD 10,56","USD 46,10","USD 25,79","USD 52,70","USD 28,55","-USD 4,50",0.21,0.71,0.5,0.05,0.04,"USD 9,44","USD 6,08"
Intellecta AB (publ) (OM:ICTA B),OM:ICTA B,Business & Consumer Services,0.7667,0.7779,"USD 27,80","USD 0,41","USD 12,50",44.32,1.21,1.44,1.23,1.46,"USD 6,54",0.15,3.16,67.2,1.28,0,0,0.3,2.78,3.52,5.6,0.17,1.18,37.6,6.88,-4.07,2.61,0,0,33.17,63.95,9.21,6.3,0,"-USD 8,10","USD 8,26","USD 0,45","USD 5,65","USD 94,20","USD 89,70","USD 4,46","USD 3,75","USD 5,65","USD 7,69","-USD 3,39","-USD 3,10",-114.91,"USD 12,15","USD 7,07","USD 14,76","USD 24,90","USD 8,84","USD 33,10","USD 2,81","-USD 0,33",0.09,0.05,0.5,0.11,0.13,"USD 2,04","USD 0,50"
Lammhults Design Group AB (OM:LAMM B),OM:LAMM B,Office Equipment & Services,0.6194,0.8929,"USD 30,80","USD 13,60","USD 5,37",12.09,19.65,30.63,24.46,44.16,"USD 3,64",0.6,8.37,49,0.44,39.34,0,0.32,56.16,17.42,0.61,0.4,2.12,-61.8,-48.5,-10.5,-8.38,0,0,0.49,0.97,0.3,0.78,0,"USD 0,78","USD 0,27","USD 0,27","USD 0,70","USD 96,40","USD 89,40","USD 2,24","USD 2,02","USD 0,70","USD 17,71","-USD 3,61","USD 1,51",-302.59,"USD 2,80","-USD 15,34","USD 2,37","USD 54,00","USD 71,36","USD 55,60","USD 63,83","-USD 0,65",0.16,0.58,0.5,0.07,0.08,"USD 6,09","USD 3,29"
Malmbergs Elektriska AB (publ) (OM:MEAB B),OM:MEAB B,Retail (Distributors),0.5693,0.5937,"USD 108,70","USD 6,18","USD 8,75",7.62,13.3,5.38,15.33,5.69,"USD 13,59",1.1,20.25,57.16,25.77,19.1,0,1.37,7.55,11.95,2.88,1.34,5.73,65.8,5.15,1.73,-1.21,0,4.14,21.96,40.32,9.5,16.75,24.72,"USD 5,69","USD 7,97","USD 10,90","USD 14,05","USD 79,30","USD 83,90","USD 8,88","USD 11,80","USD 10,58","-USD 2,29","USD 1,36","-USD 0,52",7.95,"USD 9,74","USD 9,42","USD 7,13","USD 36,30","USD 34,85","USD 40,30","USD 36,89","-USD 6,23",0.46,0.73,0.5,0.04,0.04,"USD 6,59","USD 4,58"
WISE Group AB (OM:WISE),OM:WISE,Business & Consumer Services,0.7667,0.7802,"USD 28,80","USD 0,72","USD 0,00",0,5.04,2.43,5.3,2.49,"USD 0,20",0.65,8.94,65.96,8.64,8.67,0,0.41,7.27,5.38,10.48,0.43,6.39,17.3,18.2,60.4,34.1,0,0,10.5,0,2.04,5.63,29.42,"USD 3,32","USD 1,47","USD 2,16","USD 4,06","USD 69,40","USD 72,10","USD 5,49","USD 2,64","USD 2,87","USD 2,18","USD 3,05","-USD 0,12",102.5,"-USD 0,07","-USD 3,65","-USD 1,47","USD 14,00","-USD 2,96","USD 13,50","USD 2,82","-USD 1,84",0.24,0.5,0.5,0,0,0,0
